  500   50000
  426     446      12
  189     391       8
  202      21      14
  223     288      18
  126     173      25
  321     137      50
    9     386      24
   36     125      43
  385     482      18
  338     235      26
  210     454      14
  178      96      36
  286     138      21
   20     251      22
  230     299       9
  217     374      33
   51       7      15
  457     114      42
  409     126      38
   82     331       9
  481      48      24
  201     107      32
  118     413      46
  426      41      48
  321      20       5
    9      59      15
  245     271      16
  161     271       6
  152     246      19
  247     162      49
    5     350      14
  378     439       9
  103     283      15
  136     257       8
  402     390      19
  168     169      21
   60     216      19
  372     370      39
   88     412      33
  379      77       5
  128     287      20
  364     148       7
  118     407      35
  470     223      11
   40     128      24
   96     217      37
   90     243      41
